00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFF88 FFFFFBF1 FFFFF35A FFFFE831 FFFFDD14 FFFFCC20 FFFFB255 FFFF92AF FFFF9958 FFFFE01B 00006CD6 00011179 00016646 000139E0 0000A1CF 00000EC6 FFFFDC85 FFFFE886 00001607 00002C8B 00001471 
00000000 00000000 00000000 00000000 00000000 FFFFFEB0 FFFFF8A4 FFFFEB7D FFFFD802 FFFFC580 FFFFB721 FFFFA718 FFFF9FC0 FFFFA560 FFFFC69E 000021E5 00009B64 00010EB9 000154DB 000133E3 0000BA62 0000211B FFFFB568 FFFF9D67 FFFFDF5C 000056AA 00007F2A 000035A5 
00000000 00000000 FFFFFF34 FFFFFA00 FFFFEFB7 FFFFE0C6 FFFFD179 FFFFC373 FFFFABE3 FFFFA41C FFFFABE6 FFFFB985 FFFFDC8D 00001C56 0000760E 0000E0AD 00012880 00013774 000112D0 0000B2D2 00003761 FFFFBE45 FFFF6B72 FFFF7B6C 0000153A 0000C696 0000DA78 000052F8 
00000000 FFFFFEEC FFFFF7C0 FFFFE0BE FFFFC153 FFFFA67D FFFFA3AA FFFFAE42 FFFFA808 FFFFC008 FFFFEFFE 00002F13 000082D1 0000D94F 00011A29 00013AD6 00012319 0000DDEF 00008D31 0000366B FFFFD669 FFFF72BC FFFF43BE FFFFB02C 00009C38 00013DE8 0001060A 0000564F 
FFFFFF58 FFFFF8D4 FFFFE09A FFFFAE26 FFFF7E38 FFFF74FB FFFFA2EE FFFFD67D FFFFF194 00002A2B 00007775 0000D21C 00012A7A 00015005 00013186 0000F7F5 0000A9D3 00005911 00001B57 FFFFE10F FFFF9746 FFFF50B9 FFFF6FE5 00004149 000131AB 00017894 0000EB00 00004095 
FFFFFC04 FFFFE74D FFFFB334 FFFF6B35 FFFF5017 FFFF8825 FFFFF5C3 00004387 00006E93 00009F15 0000DB6C 000125AD 0001599A 00013A45 0000D066 000071BC 00003296 000003C9 FFFFE064 FFFFB48B FFFF8800 FFFF7F0D FFFFF028 0000DBB0 00018098 0001611F 0000A92B 00002477 
FFFFF3FA FFFFC6E4 FFFF75B9 FFFF36B0 FFFF69EB FFFFF7D1 00007818 0000B7FC 0000CD4E 0000D0EC 0000E5F5 00011362 00011D72 0000D6B5 00006B27 00002814 00000FAA FFFFF96F FFFFE333 FFFFC929 FFFFCC1B 00000828 00009FAE 000153B9 000188AF 0001112B 00006404 00000F8F 
FFFFE91D FFFFA387 FFFF4665 FFFF2F75 FFFFBCD7 00007F36 0000E951 00011A7C 0001115E 0000CFCB 0000B551 0000C39A 0000BB43 00008861 00004E8C 0000325B 00003461 000028C1 000021D6 00002AFB 00006047 0000BB81 00012FD3 000176B0 00013FF8 0000A838 00002F20 000004F6 
FFFFDFC5 FFFF8BC5 FFFF381B FFFF51D5 00001C3E 0000F044 000142F3 00015E99 00012217 0000AC8C 00007E8C 000087E5 000088F3 00007C0A 00006BA4 00006A5D 00008160 000080A7 00008E65 0000B27C 0000EECC 000129CE 00014DA2 000134A9 0000C60A 00004C29 00000FF6 00000121 
FFFFDE6D FFFF943B FFFF62DA FFFFA060 00006DEF 00012A55 000169E6 00015AF4 0000EB06 00006FD4 00004E6E 000060EC 00007137 00007DD0 00008216 00009268 0000B57E 0000BC96 0000D108 0000F170 0001139D 00011C1E 0000F943 0000B1E7 0000514A 00001596 00000318 00000024 
FFFFE683 FFFFB667 FFFFA7FD FFFFF084 000096CE 000122BE 00013AF9 0000F6EA 00007D8D 00002FE4 000027F8 00003FD8 00005287 000061AB 00006B59 000084DD 0000A3CE 0000A9E2 0000B7A3 0000C766 0000CB80 0000AC59 00007273 00003B83 000011B9 000002C7 0000002D 00000000 
FFFFF189 FFFFDBEB FFFFE51F 00002562 00008EDB 0000D088 0000B97F 00006B7C 000023D8 000009AC 00000E89 00001D91 00002411 00002B99 0000365B 00004C14 00005C61 00006028 000066D5 00006654 0000573D 00003643 000018DA 0000093B 000001C8 00000024 00000000 00000000 
FFFFFB3D FFFFF83D 00000727 00002B26 000052FF 00005C13 00004190 00001CCC 00000739 0000012B 000000F0 000001BD 0000009F 00000472 00000BA0 000014B6 00001942 00001A5A 00001B0A 0000167F 00000E6C 000005A0 00000164 0000007A 00000012 00000000 00000000 00000000 
FFFFFF31 FFFFFF2E 000003BE 00000D34 000014C5 000013C8 00000B95 000003D8 000000B0 00000012 00000000 FFFFFFFB FFFFFFD3 0000008B 000001BB 000002EF 0000036B 00000388 00000379 00000292 00000156 00000051 00000000 00000000 00000000 00000000 00000000 00000000 
FFFFFFF1 FFFFFFFB 000000A2 000001DB 00000271 000001E6 000000D0 00000024 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
