00000000 00000000 00000000 00000000 00000000 00000000 FFFFFB74 FFFFE977 FFFFC555 FFFF9A27 FFFF8691 FFFF90D0 FFFFB7B2 FFFFF0CA 0000203C 00002BB5 0000256F 00005FC7 000104D5 000185ED 00015265 00009D72 000015AC 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFFE2C FFFFEB87 FFFFBF3D FFFF82CA FFFF6797 FFFF9ABB FFFFE701 00002867 000054E1 000061CD 00005FBA 00008585 0000DD97 00015D51 00018CA9 00011855 00006031 0000041A 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 FFFFFFE8 FFFFFE2C FFFFF28A FFFFC6F7 FFFF821F FFFF550B FFFF8F27 00002735 000098AF 0000AE8E 00008D5B 00006033 00005E57 0000B393 000111BB 00016830 00016BAB 0000F11C 00005498 00000A0E 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 FFFFFF64 FFFFF6DA FFFFD5CF FFFF8D81 FFFF4FDC FFFF7AF2 00002BDE 0000DFDC 00010759 0000AA35 00003BAF 00000DE3 000045F9 0000BDB5 00010A52 00013C12 00013942 0000E5E7 00007848 00002ED9 00000AC9 000000B4 00000000 00000000 00000000 
00000000 00000000 FFFFFFDC FFFFFD4E FFFFE691 FFFFA983 FFFF5764 FFFF569A FFFFFC99 0000DAEC 000130E0 0000D1FC 00002BF8 FFFFD1A4 FFFFF3C1 00006FFE 0000D5F4 0000E896 0000EA7B 0000F5FD 0000E2C9 0000B0BC 000076A3 0000357D 00000385 00000000 00000000 00000000 
00000000 00000000 FFFFFF1C FFFFF6C4 FFFFC911 FFFF7462 FFFF3BF7 FFFF9A8D 00008ED2 00012269 0000E43A 0000403C FFFFC8B8 FFFFD88F 0000580B 0000DFD0 0000F6F9 0000B1D0 000084FE 0000A877 0000E294 0000F3D1 0000D21D 000072ED 00000790 00000000 00000000 00000000 
00000000 00000000 FFFFFDDB FFFFED80 FFFFA9F2 FFFF5038 FFFF4531 FFFFEB56 0000DB1D 0000F8C8 00006FF9 FFFFF9D5 FFFFFDB5 000071D3 00010050 00013922 0000EC3F 00006702 00002463 00005761 0000D6DE 00013120 00012702 0000A47E 00000ABB 00000000 00000000 00000000 
00000000 00000000 FFFFFC85 FFFFE4A3 FFFF9364 FFFF4507 FFFF5FF2 00001DC1 0000D9F5 0000B146 0000533C 0000529B 0000B20F 0001235C 00015A95 000129B6 0000A40A 00001DCA FFFFECE5 00002C1F 0000D136 00014AAA 00013C08 0000A0C1 00000A5C 00000000 00000000 00000000 
00000000 00000000 FFFFFBE6 FFFFE1F8 FFFF9323 FFFF56EE FFFF7B37 00002244 0000BF81 0000B762 0000B739 0000F3C0 000140F3 00015BF1 000127E4 0000BC91 00004673 FFFFF2B0 FFFFE1B9 00002640 0000C109 0001218F 0000FD68 00007014 0000070C 00000000 00000000 00000000 
00000000 00000000 FFFFFCA4 FFFFE86A FFFFAA6D FFFF8223 FFFFA1E0 00002BC0 0000C792 0000FC56 000120EF 00014486 000145A6 000107DC 0000A1A6 0000490B 00000D21 FFFFED17 FFFFF381 00002F10 0000933A 0000BDB2 00009150 00003609 00000341 00000000 00000000 00000000 
00000000 00000000 FFFFFDE8 FFFFF1C6 FFFFC9A0 FFFFB5F8 FFFFD762 00004B05 0000D1CE 00010E47 00011E63 00010F56 0000D4F3 00007D98 0000355F 000010C9 FFFFFFE8 FFFFF9D4 0000063E 000028CA 00004F8E 000053A4 000035E0 00001062 000000E4 00000000 00000000 00000000 
00000000 00000000 FFFFFF2C FFFFFAA7 FFFFE7BC FFFFE4E2 000005EC 00005727 0000ABD4 0000CB3C 0000BCFA 000090AE 000054B9 00002258 00000980 000001E5 FFFFFF98 FFFFFF3B 0000031D 00000C4E 00001401 000012D9 00000A8B 000002A5 0000001B 00000000 00000000 00000000 
00000000 00000000 FFFFFFCF FFFFFEE0 FFFFF8E0 FFFFFE1E 00001750 00003FC7 00005E00 00005E7C 00004916 00002C2F 000012BF 000004CF 000000B2 00000009 FFFFFFF1 00000000 0000008E 000001CD 0000027F 0000020E 000000F2 0000002D 00000000 00000000 00000000 00000000 
00000000 00000000 FFFFFFFB FFFFFFEC FFFFFF3C 0000028D 00000B0D 0000145F 00001827 0000147A 00000CE0 000005E1 0000019D 0000002D 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
